Category,Generator,pid,lat,lon,Capacity_MW,ISO,State,EIA Plant ID,EIA Gen ID,coord_source,cluster_id,cluster_centroid_lat,cluster_centroid_lon,cluster_capacity_mw,Azimuth Angle,Tilt Angle,DC Net Capacity (MW),array_type,module_type,dc_ac_ratio
PV_SUN,Coxsackie Solar (1),s154,42.3334,-73.8475,5,NYISO,NY,64542,1,original,664,42.3698,-73.83816667,15.6,43.3, ,6.6,2,0,1.32
PV_SUN,Cream Street Solar (5324),s155,41.756,-73.8754,2,NYISO,NY,65775,5324,original,677,41.76664,-73.89767,14.4,180,20,3,0,0,1.5
PV_SUN,Croton Solar (CROT),s156,41.2804,-73.8676,3,NYISO,NY,65647,CROT,original,683,41.27486667,-73.89353333,5.8,182,25,4,0,0,1.333333333
PV_SUN,"Cummins, Inc (CUMM)",s157,42.0812,-79.3613,1.8,NYISO,NY,60453,CUMM,original,695,42.0812,-79.3613,1.8,135,10,2,0,0,1.111111111
PV_SUN,Czub CSG (114),s158,42.9141,-73.596,2,NYISO,NY,63057,114,original,699,42.8728945,-73.6272575,12,0,25,3,2,0,1.5
PV_SUN,Daum Solar (DAUM),s159,42.7608,-77.2473,4,NYISO,NY,62412,DAUM,original,707,42.7608,-77.2473,4,180,20,5.5,0,0,1.375
PV_SUN,Davis Solar (10958),s160,41.42453,-74.36029,2,NYISO,NY,66488,10958,original,93,41.404046,-74.366058,13.9,180,20,3,0,0,1.5
PV_SUN,Day Hollow Road Solar (1829),s161,42.113052,-76.17806,5,NYISO,NY,65826,1829,original,709,42.10363167,-76.15798333,15,180,55,6.73,2,0,1.346
PV_SUN,Deer Park (DRP1),s162,40.7608,-73.1939,2.5,NYISO,NY,58786,DRP1,original,404,40.7668,-73.20665,7.5,252,6,3,0,0,1.2
PV_SUN,Dennison (DNN1),s163,40.7631,-73.3236,2,NYISO,NY,58787,DNN1,original,732,40.75233333,-73.341,12,90,6,2.2,0,0,1.1
PV_SUN,DG Moorman Creek (MMCK),s164,42.95,-75.52,4.4,NYISO,NY,67144,MMCK,iso,53,42.94982585,-75.51932041,2741.1,180,20,6.7,0,0,1.522727273
PV_SUN,DOCCS Eastern (81724),s165,41.7389,-74.3686,5,NYISO,NY,65298,81724,original,754,41.7389,-74.3686,5,205,25,7,0,0,1.4
PV_SUN,DOCCS Greene (06945),s166,42.35,-73.85,5,NYISO,NY,66586,6945,original,664,42.3698,-73.83816667,15.6,,,,,,
PV_SUN,DOCCS Greenhaven (81723),s167,41.5784,-73.7206,3.7,NYISO,NY,65300,81723,original,1716,41.64475,-73.755775,12,180,25,5,0,0,1.351351351
PV_SUN,DOCCS Midstate (81722),s168,43.164,-75.3041,3.8,NYISO,NY,65297,81722,original,442,43.16854817,-75.38588417,41.4,180,20,5,0,0,1.315789474
PV_SUN,DOCCS Wende (81721),s169,42.93,-78.5548,5,NYISO,NY,65299,81721,original,550,42.93847633,-78.57665333,12,180,30,7,0,0,1.4
PV_SUN,Donati Solar (10968),s170,42.944796,-76.79089,2,NYISO,NY,66217,10968,original,761,42.9460615,-76.788245,4,180,55,2.9,2,0,1.45
PV_SUN,Dover CSG (21),s171,41.6809,-73.5766,2,NYISO,NY,63106,21,original,766,41.6809,-73.5766,2,90,7,3.1,2,0,1.55
PV_SUN,Drinkwater Solar (10896),s172,43.014985,-74.6834,2,NYISO,NY,66177,10896,original,231,43.048537,-74.71685667,8.4,180,25,3,0,0,1.5
PV_SUN,Dryden Rd #2 Community Solar Farm CSG (372),s173,42.4878,-76.32,1.3,NYISO,NY,62477,372,original,775,42.47943333,-76.28383333,5.3,180,25,1.7,0,0,1.307692308
PV_SUN,Duanesburg (10048),s174,42.7622,-74.2016,2,NYISO,NY,61863,10048,original,778,42.7622,-74.2016,2,180,2,3,0,0,1.5
PV_SUN,Dubois Solar (Hybrid) (10892),s175,41.598889,-74.28583,2,NYISO,NY,66218,10892,original,611,41.551108,-74.32615,8,180,25,3,0,0,1.5
PV_SUN,Dunkleman Solar (11008),s176,42.35131,-78.84824,5,NYISO,NY,66219,11008,original,783,42.35131,-78.84824,5,180,55,7,2,0,1.4
PV_SUN,Dusenberry (DSNBR),s177,42.7677,-73.6247,5,NYISO,NY,64715,DSNBR,original,407,42.737,-73.619625,13,5,26,7.1,0,0,1.42
PV_SUN,East Fishkill CSG (EFK),s178,41.571,-73.829,2,NYISO,NY,65752,EFK,original,805,41.571,-73.829,2,180,25,2.9,0,0,1.45
PV_SUN,"East Point Energy Center, LLC (EP01)",s179,42.461371,-74.33509,50,NYISO,NY,65805,EP01,original,807,42.461371,-74.33509,50,180, ,50.84,2,0,1.0168
PV_SUN,Eddy (11054),s180,42.95,-75.52,2.3,NYISO,NY,67618,11054,iso,53,42.94982585,-75.51932041,2741.1,180,55,3.3,0,0,1.434782609
PV_SUN,EDF - Liberty NY - Real Term CSG (71334),s181,42.95,-75.52,1.8,NYISO,NY,67293,71334,iso,53,42.94982585,-75.51932041,2741.1,142,5,2.5,2,0,1.388888889
PV_SUN,EDF - Liberty NY - Real Term CSG (71335),s182,42.95,-75.52,0.3,NYISO,NY,67293,71335,iso,53,42.94982585,-75.51932041,2741.1,217,5,0.5,2,0,1.666666667
PV_SUN,Elk Street Solar (ES),s183,42.85,-78.85,2.4,NYISO,NY,66886,ES,original,437,42.82678333,-78.85001667,12.4,,,,,,
PV_SUN,Ellis Solar (ELLIS),s184,42.4446,-76.4332,18,NYISO,NY,62413,ELLIS,original,836,42.4446,-76.4332,18,180,20,27,0,0,1.5
PV_SUN,Ellisburg (EB),s185,42.95,-75.52,5,NYISO,NY,68421,EB,iso,53,42.94982585,-75.51932041,2741.1,180,60,6.7,2,0,1.34
PV_SUN,Ellsworth I CSG (22),s186,42.8993,-73.7098,2,NYISO,NY,63112,22,original,837,42.9084,-73.7096,24,90,7,3.1,2,0,1.55
PV_SUN,ELP - Kipp (KIPP),s187,42.20193,-73.78298,3.5,NYISO,NY,66645,KIPP,original,840,42.2267454,-73.755856,21.8,180, ,5,2,0,1.428571429
PV_SUN,ELP Claverack Solar (CLAV),s188,42.248364,-73.73802,5,NYISO,NY,66425,CLAV,original,840,42.2267454,-73.755856,21.8,180,25,7.5,0,0,1.5
PV_SUN,ELP Greenport CSG (GRPRT),s189,42.237,-73.782,5,NYISO,NY,65753,GRPRT,original,840,42.2267454,-73.755856,21.8,180,25,6.7,0,0,1.34
PV_SUN,ELP Kinderhook CSG (KDRHK),s190,42.464,-73.691,5,NYISO,NY,65754,KDRHK,original,841,42.464,-73.691,5,180,25,7.5,0,0,1.5
PV_SUN,ELP Livingston Solar (LIV),s191,42.169,-73.76708,5,NYISO,NY,66424,LIV,original,840,42.2267454,-73.755856,21.8,180,25,6.3,0,0,1.26
PV_SUN,ELP Myer CSG (MYER),s192,42.041,-73.978,1.9,NYISO,NY,65755,MYER,original,368,42.0076,-74.01585,7.2,180,22,3,0,0,1.578947368
PV_SUN,ELP Rockdale CSG (RKDAL),s193,39.625,-77.873,2,NYISO,NY,65756,RKDAL,original,323,39.62404,-77.8585,12.3,180,0,2.6,2,0,1.3
PV_SUN,ELP Saugerties CSG (SGRTS),s194,42.04,-74.074,1.9,NYISO,NY,65757,SGRTS,original,368,42.0076,-74.01585,7.2,180,22,3,0,0,1.578947368
PV_SUN,Enfield Community Solar (5515),s195,42.4533,-76.5948,1.8,NYISO,NY,62029,5515,original,1583,42.403706,-76.570344,13.8,180,25,2.3,0,0,1.277777778
PV_SUN,Enfield Solar Site 1 (ENFI1),s196,42.95,-75.52,5,NYISO,NY,68160,ENFI1,iso,53,42.94982585,-75.51932041,2741.1,180,20,7.6,0,0,1.52
PV_SUN,Enfield Solar Site 2 (ENFI2),s197,42.95,-75.52,5,NYISO,NY,68158,ENFI2,iso,53,42.94982585,-75.51932041,2741.1,180,20,7.6,0,0,1.52
PV_SUN,Enfield Solar Site 3 (ENFI3),s198,42.95,-75.52,5,NYISO,NY,68159,ENFI3,iso,53,42.94982585,-75.51932041,2741.1,180,20,7.6,0,0,1.52
PV_SUN,Eureka North Solar (63232),s199,43.12887,-75.41637,3.5,NYISO,NY,66042,63232,original,442,43.16854817,-75.38588417,41.4,,,,,,
PV_SUN,Eureka South Solar (63231),s200,43.13071,-75.41617,5,NYISO,NY,66041,63231,original,442,43.16854817,-75.38588417,41.4,,,,,,
PV_SUN,FFP - NY Burch (P5651),s201,43.32265,-73.46798,2.5,NYISO,NY,66827,P5651,original,904,43.32265,-73.46798,2.5,180, ,2.9,2,0,1.16
PV_SUN,FFP - NY Game Farm (P5652),s202,44.012763,-76.00873,5,NYISO,NY,66828,P5652,original,1274,43.9794526,-75.951926,16,,,,,,
PV_SUN,FFP - NY Ruggirello (P5649),s203,42.95,-75.52,2,NYISO,NY,67280,P5649,iso,53,42.94982585,-75.51932041,2741.1,,,,,,
PV_SUN,FFP - NY Urbanski (5653),s204,42.95,-75.52,4.4,NYISO,NY,67281,5653,iso,53,42.94982585,-75.51932041,2741.1,182.4,25.3,5.1,0,0,1.159090909
PV_SUN,FFP - NY Varano (5654),s205,42.95,-75.52,5,NYISO,NY,67282,5654,iso,53,42.94982585,-75.51932041,2741.1,180,25,7.1,0,0,1.42
PV_SUN,FFP - NY Werner (P5650),s206,42.966063,-77.68387,5,NYISO,NY,66829,P5650,original,1625,42.928721,-77.72585667,12,183,25,7.32,0,0,1.464
PV_SUN,"Finchville Solar, LLC Hybrid CSG (FINCH)",s207,41.4565,-74.5465,5,NYISO,NY,62999,FINCH,original,908,41.46373333,-74.52186667,8.8,28,25,6.8,0,0,1.36
PV_SUN,Finger Lakes Solar I (FLS1),s208,42.814,-77.0456,1.9,NYISO,NY,61210,FLS1,original,909,42.78996933,-77.05470667,10.9,180,25,2.9,0,0,1.526315789
PV_SUN,Finney Solar (10999),s209,42.979546,-74.27508,5,NYISO,NY,66220,10999,original,24,43.02264969,-74.31503692,80.7,180,52,7.5,2,0,1.5
PV_SUN,Fogarty (GRA),s210,41.5087,-74.35,2,NYISO,NY,63747,GRA,original,611,41.551108,-74.32615,8,25, ,3,2,0,1.5
PV_SUN,Fork in the Road Solar (FIR),s211,41.95,-73.75,1.4,NYISO,NY,66909,FIR,original,927,41.95,-73.75,1.4,,,,,,
PV_SUN,Franklin Solar Site (FRANK),s212,44.8683,-74.3065,1.6,NYISO,NY,62784,FRANK,original,963,44.88706667,-74.29293333,7.2,180,20,2.1,0,0,1.3125
PV_SUN,Fredonia Solar LLC (533),s213,42.453,-79.3408,1.1,NYISO,NY,64692,533,original,967,42.442032,-79.321635,6.1,180,52,1.4,0,0,1.272727273
PV_SUN,Freehold(CSG) (FRHOL),s214,42.3704,-74.0381,2,NYISO,NY,64788,FRHOL,original,648,42.43779267,-74.04252333,18,25, ,3,2,0,1.5
PV_SUN,Frey Rd #1 Community Solar Farm (1159),s215,43.0999,-77.3451,2,NYISO,NY,62504,1159,original,979,43.12343333,-77.3665,13.8,180,25,2.4,0,0,1.2
PV_SUN,Frey Rd #2 Community Solar Farm (1442),s216,43.0999,-77.3435,1.4,NYISO,NY,62521,1442,original,979,43.12343333,-77.3665,13.8,180,25,2,0,0,1.428571429
PV_SUN,Frog Hollow CSG (1731),s217,41.7393,-74.4967,2,NYISO,NY,63086,1731,original,980,41.73136833,-74.51764,6,90,7,3,2,0,1.5
PV_SUN,Furnace Rd Community Solar Farm (1420),s218,43.241,-77.27,3,NYISO,NY,62508,1420,original,982,43.241,-77.27,3,180,25,4,0,0,1.333333333
PV_SUN,Garnet Solar (NY) (PV1),s219,43.7239,-74.0624,1.9,NYISO,NY,62843,PV1,original,991,43.7239,-74.0624,1.9,5,25,2.6,0,0,1.368421053
PV_SUN,Gaskill Rd Community Solar Farm CSG (928),s220,42.116,-76.183,5,NYISO,NY,62474,928,original,709,42.10363167,-76.15798333,15,192,25,6.3,0,0,1.26
PV_SUN,GE 19th Hole (GE19H),s221,42.9856,-74.3131,7.7,NYISO,NY,64102,GE19H,original,24,43.02264969,-74.31503692,80.7,180,25,10.4,2,0,1.350649351
PV_SUN,Geer Road Solar 1 (GEER1),s222,42.95,-75.52,5,NYISO,NY,67418,GEER1,iso,53,42.94982585,-75.51932041,2741.1,,,,,,
PV_SUN,Geer Road Solar 2 (GEER2),s223,42.95,-75.52,5,NYISO,NY,67412,GEER2,iso,53,42.94982585,-75.51932041,2741.1,,,,,,
PV_SUN,Geer Road Solar 3 (GEER3),s224,42.95,-75.52,5,NYISO,NY,67413,GEER3,iso,53,42.94982585,-75.51932041,2741.1,,,,,,
PV_SUN,Genesee - CCR Solar (10951),s225,43.31085,-77.78582,3.7,NYISO,NY,66489,10951,original,450,43.30845,-77.754084,11.7,176,55,5.2,2,0,1.405405405
PV_SUN,Geneseo Solar (GEN1),s226,42.821,-77.72,5,NYISO,NY,66777,GEN1,original,1009,42.834104,-77.719135,10,180, ,7.5,2,0,1.5
PV_SUN,Ghent (NY) (GHENT),s227,42.277433,-73.7092,3.3,NYISO,NY,66482,GHENT,original,840,42.2267454,-73.755856,21.8,180,20,4.3,0,0,1.303030303
PV_SUN,Gifford CSG (131),s228,42.824,-74.0709,2,NYISO,NY,63056,131,original,1019,42.8577964,-74.069356,32,0,25,3,2,0,1.5
PV_SUN,Glen Mary 1 (10993),s229,42.95,-75.52,4.9,NYISO,NY,67611,10993,iso,53,42.94982585,-75.51932041,2741.1,180,25,6.9,0,0,1.408163265
PV_SUN,Glen Mary 2 (10994),s230,42.95,-75.52,2.2,NYISO,NY,67612,10994,iso,53,42.94982585,-75.51932041,2741.1,180,25,3.1,0,0,1.409090909
PV_SUN,Glenmere Lake (GLNMR),s231,41.3698,-74.366,2,NYISO,NY,64719,GLNMR,original,93,41.404046,-74.366058,13.9,3,25,3.8,0,0,1.9
PV_SUN,Glenville Solar (GLEN),s232,42.83949,-73.93256,4.3,NYISO,NY,66816,GLEN,original,0,42.8189006,-73.91168667,50.3,180,20,5.9,0,0,1.372093023
PV_SUN,Gloversville Landfill Solar (08158),s233,43.053,-74.3084,5,NYISO,NY,62357,8158,original,24,43.02264969,-74.31503692,80.7,,,,,,
PV_SUN,Goldman Sachs Carports Solar (GSCS),s234,42.7657,-73.7506,1,NYISO,NY,64746,GSCS,original,1038,42.7657,-73.7506,1,188,7,1.3,0,0,1.3
PV_SUN,Gore Mountain Solar II (SNWH2),s235,43.5434,-73.3231,2,NYISO,NY,61764,SNWH2,original,1041,43.54355,-73.3242,4,180,20,2.5,0,0,1.25
PV_SUN,Gowans (SC),s236,42.95,-75.52,3.8,NYISO,NY,67442,SC,iso,53,42.94982585,-75.51932041,2741.1,,,,,,
PV_SUN,Grabinski (GRA),s237,41.5787,-74.1797,2,NYISO,NY,63752,GRA,original,1043,41.579609,-74.1698,14,180,25,3,0,0,1.5
PV_SUN,Grand Prix Solar (GPS),s238,41.2113,-73.7225,1.6,NYISO,NY,63291,GPS,original,1045,41.2034,-73.7293,2.6,205,5,1.9,0,0,1.1875
PV_SUN,Grass River (GRASS),s239,42.95,-75.52,4.1,NYISO,NY,67638,GRASS,iso,53,42.94982585,-75.51932041,2741.1,180,20,5.38,2,0,1.312195122
PV_SUN,Great Lakes Seaway Community Solar (GLSCS),s240,44.2548,-76.0118,5,NYISO,NY,64092,GLSCS,original,345,44.25648,-76.00766,25,180,60,7.6,2,0,1.52
PV_SUN,Green Lakes Solar (GL),s241,43.05,-75.95,5,NYISO,NY,65627,GL,original,1059,43.04823333,-75.98063333,12,0,25,7.4,0,0,1.48
PV_SUN,Greene Community Solar (20738),s242,42.252071,-75.82642,5,NYISO,NY,66524,20738,original,1061,42.2523855,-75.83026,25,180,30,6725,0,0,1345
PV_SUN,Greene County Meter #1 (PV1),s243,42.2948,-74.0008,1.6,NYISO,NY,60463,PV1,original,1062,42.2948,-74.0008,1.6,180,25,2.3,2,0,1.4375
PV_SUN,Greenville CSG (GV),s244,41.356,-74.622,2,NYISO,NY,62759,GV,original,6,41.3455746,-74.53455667,27.8,180,30,2.8,0,0,1.4
PV_SUN,"Greenwich Solar 1, LLC (RTE40)",s245,43.0783,-73.5331,5,NYISO,NY,63411,RTE40,original,1070,43.0783,-73.5331,5,1,25,7.3,0,0,1.46
PV_SUN,"GSPP 126 Little Bow Rd N, LLC (LBN)",s246,42.36,-71.06,4.8,ISONE,NY,67471,LBN,iso,2,42.35995282,-71.05931549,2596.4,180,55,6.4,2,0,1.333333333
PV_SUN,"GSPP 126 Little Bow Rd S, LLC (LBS)",s247,42.36,-71.06,5,ISONE,NY,67472,LBS,iso,2,42.35995282,-71.05931549,2596.4,180,55,6.5,2,0,1.3
PV_SUN,"GSPP 4643 Twelve Corners Road, LLC (TWEL)",s248,42.36,-71.06,4.7,ISONE,NY,67470,TWEL,iso,2,42.35995282,-71.05931549,2596.4,180,60,6.2,2,0,1.319148936
PV_SUN,"GSPP 7024 Fox Rd, LLC (FOX)",s249,42.36,-71.06,5,ISONE,NY,67468,FOX,iso,2,42.35995282,-71.05931549,2596.4,180,25,6.8,0,0,1.36
PV_SUN,Guilderland Solar (GDRLD),s250,42.95,-75.52,5,NYISO,NY,68154,GDRLD,iso,53,42.94982585,-75.51932041,2741.1,180, ,7.6,2,0,1.52
PV_SUN,Guildlerland CSG (106),s251,42.7273,-74.0008,2,NYISO,NY,63052,106,original,0,42.8189006,-73.91168667,50.3,0,25,3,2,0,1.5
PV_SUN,"Hales Mills Solar, LLC (6609)",s252,43.0183,-74.3292,5,NYISO,NY,63339,6609,original,24,43.02264969,-74.31503692,80.7,180,30,5.7,0,0,1.14
PV_SUN,Halsey Lane Solar (1795),s253,42.95,-75.52,5,NYISO,NY,65827,1795,iso,53,42.94982585,-75.51932041,2741.1,,,,,,
PV_SUN,Halsey Valley (HAL20),s254,42.069077,-76.35324,5,NYISO,NY,66940,HAL20,original,1095,42.0611225,-76.336865,9,180,25,7.4,0,0,1.48
PV_SUN,Hamlin 1 (HAM1),s255,42.95,-75.52,4.5,NYISO,NY,67213,HAM1,iso,53,42.94982585,-75.51932041,2741.1,182, ,6.7,4,0,1.488888889
PV_SUN,"Hamlin Solar 1, LLC (HS1)",s256,43.3014,-77.9443,5,NYISO,NY,64679,HS1,original,1098,43.28363333,-77.95843333,11.5,180,52,6.9,2,0,1.38
PV_SUN,Harford Solar Farm (CMUSW),s257,42.448,-76.245,2,NYISO,NY,61030,CMUSW,original,775,42.47943333,-76.28383333,5.3,180,20,2.8,0,0,1.4
PV_SUN,Hecate Energy Albany 2 LLC (292),s258,42.507913,-73.83651,20,NYISO,NY,66126,292,original,309,42.52863767,-73.82837,22.7,180, ,24.96,2,0,1.248
PV_SUN,Henrietta Solar (10972),s259,43.021133,-77.7068,5,NYISO,NY,66221,10972,original,2204,43.01794833,-77.76804667,14,180,55,6,2,0,1.2
PV_SUN,Herrington Solar (HERR1),s260,42.873378,-73.62203,5,NYISO,NY,66749,HERR1,original,699,42.8728945,-73.6272575,12,180, ,7.5,2,0,1.5
PV_SUN,HGS Solar I (SNWH1),s261,43.5437,-73.3253,2,NYISO,NY,61765,SNWH1,original,1041,43.54355,-73.3242,4,180,20,2.8,0,0,1.4
PV_SUN,Hickory Grove #1 (25),s262,42.1868,-76.8451,2,NYISO,NY,62831,25,original,552,42.18673333,-76.8615,7.7,180,20,2.7,0,0,1.35
PV_SUN,Hickory Grove #2 (309),s263,42.186,-76.845,1.7,NYISO,NY,62832,309,original,552,42.18673333,-76.8615,7.7,180,20,2.7,0,0,1.588235294
PV_SUN,"High River Energy Center, LLC (HR01)",s264,42.95,-75.52,90,NYISO,NY,65765,HR01,iso,53,42.94982585,-75.51932041,2741.1,180,18,151.58,0,0,1.684222222
PV_SUN,Hobart & William Smith College Gates Rd. (GATES),s265,42.8623,-77.0506,1.9,NYISO,NY,63297,GATES,original,641,42.87326667,-77.02516667,5.9,189,25,2.6,0,0,1.368421053
PV_SUN,Hollygrove CSG (32),s266,43.2603,-76.7217,2,NYISO,NY,63051,32,original,1170,43.2603,-76.7217,2,0,25,3,2,0,1.5
PV_SUN,Holtsville Solar Project (HOLTS),s267,40.7977,-73.034,1.2,NYISO,NY,61902,HOLTS,original,1173,40.78955,-73.0587,3.2,175,20,1.7,0,0,1.416666667
PV_SUN,Homer Street East (HSE),s268,42.0993,-78.441,1.6,NYISO,NY,62725,HSE,original,1174,42.08404,-78.4369,17.2,180,25,2,0,0,1.25
PV_SUN,Homer Street West (HSW),s269,42.0981,-78.4423,1.6,NYISO,NY,62724,HSW,original,1174,42.08404,-78.4369,17.2,180,25,2,0,0,1.25
PV_SUN,Hope Solar Farm LLC (BRUNS),s270,42.7264,-73.6021,2,NYISO,NY,63371,BRUNS,original,407,42.737,-73.619625,13,180,25,2.9,0,0,1.45
PV_SUN,Horseshoe Solar Energy (GEN1),s271,42.5708,-77.453,180,NYISO,NY,63096,GEN1,original,1183,42.5708,-77.453,180,,,,,,
PV_SUN,Hospital Rd Community Solar Farm CSG (9),s272,41.7748,-75.0361,1.4,NYISO,NY,62155,9,original,219,41.7859,-75.05205,3.4,189,20,1.7,0,0,1.214285714
PV_SUN,Houghton (HOUGH),s273,42.4267,-78.1566,2,NYISO,NY,60454,HOUGH,original,1186,42.4267,-78.1566,2,180,25,2.6,0,0,1.3
PV_SUN,Howell CSG (1725),s274,41.2653,-74.313,2,NYISO,NY,63107,1725,original,1187,41.2653,-74.313,2,90,25,3,2,0,1.5
PV_SUN,Howland CSG (26),s275,43.6348,-76.0892,2,NYISO,NY,63055,26,original,1189,43.6348,-76.0892,2,0,25,3,2,0,1.5
PV_SUN,Hunt Creek (HUN21),s276,42.053168,-76.32049,4,NYISO,NY,67181,HUN21,original,1095,42.0611225,-76.336865,9,180,25,5.2,0,0,1.3
PV_SUN,Independence East (IE),s277,42.95,-75.52,5,NYISO,NY,68020,IE,iso,53,42.94982585,-75.51932041,2741.1,180,60,6.8,2,0,1.36
PV_SUN,Independence Road (CSG) (IR),s278,42.95,-75.52,5,NYISO,NY,68091,IR,iso,53,42.94982585,-75.51932041,2741.1,180,60,6.6,2,0,1.32
PV_SUN,"IRE Solar I, LLC (SSIRE)",s279,44.3,-75.5,1,NYISO,NY,61717,SSIRE,original,180,44.369,-75.44138,13.3,180,30,1.4,0,0,1.4
PV_SUN,Janiak (10898),s280,42.95,-75.52,2,NYISO,NY,67619,10898,iso,53,42.94982585,-75.51932041,2741.1,180,25,3,0,0,1.5
PV_SUN,JB-Tobin 2 (JBTB2),s281,41.6896,-73.8105,1.6,NYISO,NY,65613,JBTB2,original,1716,41.64475,-73.755775,12,180,20,2.1,0,0,1.3125
PV_SUN,Jefferson-Lewis BOCES Solar (PV1),s282,43.971,-75.9698,2,NYISO,NY,60819,PV1,original,1274,43.9794526,-75.951926,16,180,25,2.4,0,2,1.2
PV_SUN,Jogee Road Solar (JOGEE),s283,41.399969,-74.50221,2,NYISO,NY,66846,JOGEE,original,6,41.3455746,-74.53455667,27.8,180,60,2.7,2,0,1.35
PV_SUN,Johnson City Solar (18878),s284,42.95,-75.52,5,NYISO,NY,68010,18878,iso,53,42.94982585,-75.51932041,2741.1,,,,,,
PV_SUN,Johnstown (10049),s285,42.9992,-74.3148,2,NYISO,NY,61888,10049,original,24,43.02264969,-74.31503692,80.7,180,22,3,0,0,1.5
PV_SUN,"Johnstown Solar 1, LLC (STATE)",s286,43.0724,-74.3228,4,NYISO,NY,63013,STATE,original,24,43.02264969,-74.31503692,80.7,29,25,4.4,0,0,1.1
PV_SUN,Judd Road Solar (JR),s287,43.15,-75.35,5,NYISO,NY,65628,JR,original,442,43.16854817,-75.38588417,41.4,0,25,7.5,0,0,1.5
PV_SUN,Kearsarge Johnstown 1 CSG (JOHNN),s288,43.066,-74.3602,1.5,NYISO,NY,62549,JOHNN,original,24,43.02264969,-74.31503692,80.7,180,25,2,0,0,1.333333333
PV_SUN,Kearsarge Johnstown 2 CSG (JOHNS),s289,43.0644,-74.3602,2,NYISO,NY,62556,JOHNS,original,24,43.02264969,-74.31503692,80.7,180,25,2.8,0,0,1.4
PV_SUN,Kearsarge Oppenheim CSG (OPPEN),s290,43.0602,-74.7364,1.4,NYISO,NY,61917,OPPEN,original,231,43.048537,-74.71685667,8.4,180,30,1.9,0,0,1.357142857
PV_SUN,Kelly Bridge Road Community Solar Farm (12),s291,41.7754,-74.7765,2,NYISO,NY,62154,12,original,1302,41.7816,-74.7171,6,180,20,2.7,0,0,1.35
PV_SUN,Kendall DG Solar (KEN),s292,42.95,-75.52,5,NYISO,NY,67141,KEN,iso,53,42.94982585,-75.51932041,2741.1,,,,,,
PV_SUN,Kenmare - Sullivan Community College (GEN1),s293,41.7728,-74.6667,2,NYISO,NY,64030,GEN1,original,1302,41.7816,-74.7171,6,180,30,2.1,0,0,1.05
PV_SUN,Kinder Morgan Fordham (KMFO1),s294,40.5426,-74.2366,1.7,NYISO,NY,62614,KMFO1,original,39,40.68322375,-74.15103042,90.9,180,30,3.1,0,0,1.823529412
PV_SUN,Kings Park Solar I (KIPS1),s295,40.8683,-73.2493,2,NYISO,NY,59880,KIPS1,original,371,40.8445,-73.2283,7,180,20,3,0,0,1.5
PV_SUN,Kings Park Solar II (KIPS2),s296,40.8683,-73.2493,2,NYISO,NY,59881,KIPS2,original,371,40.8445,-73.2283,7,180,20,3,0,0,1.5
PV_SUN,Knaggs Brothers Farm (KNAGG),s297,42.7304,-73.9691,3.9,NYISO,NY,63230,KNAGG,original,0,42.8189006,-73.91168667,50.3,180,25,5.5,0,0,1.41025641
PV_SUN,Knapp East (CSG) (KNPPE),s298,43.0134,-78.4601,5,NYISO,NY,64716,KNPPE,original,1317,43.0086,-78.47523333,15,30,25,6.3,0,0,1.26
PV_SUN,Knapp West(CSG) (KNPPW),s299,43.0148,-78.4609,5,NYISO,NY,64720,KNPPW,original,1317,43.0086,-78.47523333,15,30,25,6.1,0,0,1.22
PV_SUN,Kosa (783),s300,42.068818,-77.80742,1.5,NYISO,NY,66735,783,original,1321,42.068818,-77.80742,1.5,,,,,,
PV_SUN,"Krumkill Road Solar North, LLC (11086)",s301,42.95,-75.52,5,NYISO,NY,67615,11086,iso,53,42.94982585,-75.51932041,2741.1,180,25,5.77,0,0,1.154
PV_SUN,"Krumkill Road Solar South, LLC (11087)",s302,42.95,-75.52,3.8,NYISO,NY,67616,11087,iso,53,42.94982585,-75.51932041,2741.1,180,25,4.53,0,0,1.192105263
PV_SUN,Landau II Solar (Hybrid) (10895),s303,41.900186,-74.02439,4,NYISO,NY,66222,10895,original,1342,41.900423,-74.02608,6,180,25,6,0,0,1.5
PV_SUN,Landau Solar (10891),s304,41.90066,-74.02777,2,NYISO,NY,66176,10891,original,1342,41.900423,-74.02608,6,180,20,3,0,0,1.5
PV_SUN,"Lansing Renewables, LLC (6004)",s305,42.5925,-76.5656,5,NYISO,NY,63337,6004,original,1346,42.5925,-76.5656,5,180, ,6.7,2,0,1.34
PV_SUN,Leavenworth Greenworks LLC (LEAVG),s306,40.9253,-72.7633,9.5,NYISO,NY,59276,LEAVG,original,473,40.92224,-72.7586,60.4,180,25,14.3,0,0,1.505263158
PV_SUN,Lenox Renewables (8211),s307,43.11064,-75.77579,3.3,NYISO,NY,66081,8211,original,1360,43.07862333,-75.74979833,22.4,180,52,4.2,2,0,1.272727273
PV_SUN,Letchworth Solar Project (PV1),s308,42.619,-78.1795,1.2,NYISO,NY,61389,PV1,original,1827,42.5616,-78.16864,14,180,28,1.6,0,0,1.333333333
PV_SUN,Lichtenthal (LIC01),s309,43.0201,-78.1582,2,NYISO,NY,61469,LIC01,original,32,43.009954,-78.231715,28,180,25,2.8,0,0,1.4
